"","Name","City","Lat","Long","dummy"
"2490","JONES BOARD & CARE II","ORANGE",NA,NA,0
"2491","JONES DIVISION","RIVERSIDE",33.9304871,-117.4798036,1
"2492","JONES FAMILY HOME","DANVILLE",37.787794,-121.9745295,1
"2493","JONES FAMILY HOME","SACRAMENTO",NA,NA,1
"2494","JONES FAMILY HOME ADULTS","CARSON",33.8530127,-118.2382423,1
"2495","JONES HOME","FRESNO",36.7320736,-119.7099671,1
"2496","JONES HOME","PORTERVILLE",36.0716885,-119.0292682,1
"2497","JONES HOME 2","FRESNO",36.7827385,-119.7931115,1
"2498","JONES RESIDENTIAL FACILITIES, INC.","ORANGE",33.7844216,-117.8598762,1
"2499","JOSEPH'S HOME","SAN MATEO",37.5807426,-122.3162572,1
"2500","JOSEPHINE'S HOME 2","BONITA",32.6527102,-116.9899625,1
"2501","JOSEPHINE'S MANOR","PORT HUENEME",34.1688013,-119.1927573,1
"2502","JOSEPHSONS FAMILY CARE FACILITY","SEBASTOPOL",38.3817728,-122.8062935,1
"2503","JOSHUA ADULT RESIDENTIAL HOME","COMPTON",33.910127,-118.2377974,1
"2504","JOSSEN HOME/SAN JUAN","BUENA PARK",33.8455931,-118.0114215,1
"2505","JOSTER HOME CARE","SAN DIEGO",32.9153895,-117.150164,1
"2506","JOSTER MANOR","SAN DIEGO",32.9152894,-117.1507085,1
"2507","JOWELLA CHICO'S CARE HOME","CITRUS HEIGHTS",38.7197458,-121.2714984,1
"2508","JOY'S FAMILY HOME","SAN JOSE",37.2739458,-121.8135308,1
"2509","JOY'S HOMECARE","NATIONAL CITY",32.672973,-117.0958515,1
"2510","JOY HOME CENTER","CANOGA PARK",34.216475,-118.5860579,1
"2511","JOY HOME & CARE","COVINA",34.0960905,-117.9244508,1
"2512","JOYCE HOME","HAYWARD",37.6589772,-122.0794615,1
"2513","JOYCE NEIL CARE HOME","OXNARD",34.1646501,-119.1622484,1
"2514","JOYZ 2 LIVE","EL CAJON",32.7955006,-116.9262795,1
"2515","JOYZ OF LIVING ARCF, THE","SAN DIEGO",32.6888837,-117.0357675,1
"2516","JP'S RESIDENTIAL CARE","RIALTO",34.1210376,-117.3886049,1
"2517","JR'S GUEST HOME","SAN DIEGO",NA,NA,1
"2518","JR RESIDENTIAL CARE","LAWNDALE",33.8796335,-118.3569383,1
"2519","JRC PLATINUM CARE HOME","POMONA",34.0997786,-117.745273,1
"2520","JUBILEE CARE HOMES","UPLAND",NA,NA,1
"2521","JUBILEE HOME CARE INC. #2","FRESNO",36.8333532,-119.8937995,1
"2522","JUBILEE HOME CARE, INC.","FRESNO",36.8162242,-119.8684862,1
"2523","JUDAH HOUSE","CABAZON",33.9277966,-116.6908258,1
"2524","JUDITH AND PETE BROWN FAMILY HOME","AUBURN",38.9354902,-121.0869002,1
"2525","JULIAN'S ADULT RESIDENTIAL FACILITY","VACAVILLE",38.3803089,-121.976765,1
"2526","JULIANS PLACE","HAWTHORNE",33.9053953,-118.3333707,1
"2527","JULIE'S ARF","SAN DIEGO",32.6983241,-117.0703694,1
"2528","JULIE'S FAMILY HOME","SAN LUIS OBISPO",35.2631439,-120.701206,1
"2529","JULIE'S VOICE #1","EL CAJON",NA,NA,1
"2530","JULIE'S VOICE #2","EL CAJON",32.7605114,-116.9190033,1
"2531","JULIE'S VOICE #3","EL CAJON",32.8174985,-116.9160383,1
"2532","JULIE DRIVE HOME","ROWLAND HEIGHTS",33.9846198,-117.872169,1
"2533","JULSTIN RESIDENTIAL CARE CENTER","WEST COVINA",34.0684241,-117.8960555,1
"2534","JUSTIN HOME CARE","BUENA PARK",33.8522249,-118.0293658,1
"2535","J&J PLACE","ANTIOCH",37.9962354,-121.8251544,1
"2536","J&M RESIDENTIAL CARE","ANTIOCH",37.9956814,-121.8231386,1
"2537","J. M. J. RETREAT","OAKLEY",37.9902377,-121.6910855,1
"2538","J. WESLEY HOUSE","WINDSOR",38.5412482,-122.7999389,1
"2539","J.J. RAFANAN CARE HOME","FRESNO",36.8032833,-119.7704586,1
"2540","K & N MANOR, INC.","GILROY",37.06683,-121.550215,1
"2541","KACHINA HOUSE","RIVERSIDE",33.988729,-117.460398,1
"2542","KAINOS - LA VISTA","REDWOOD CITY",NA,NA,0
"2543","KAINOS ADULT BEGINNINGS PROGRAM","REDWOOD CITY",37.4640629,-122.2522383,1
"2544","KAINOS TRIPLEX PLUS","REDWOOD CITY",37.469114,-122.231571,0
"2545","KAISER SAN GABRIEL HOME","SAN GABRIEL",34.0836642,-118.1008751,1
"2546","KAISER SPECIALIZED RESIDENTIAL-OFELIA","SAN BERNARDINO",34.2032806,-117.3599528,1
"2547","KAISER SPECIALIZED RESIDENTIAL ALHAMBRA","ALHAMBRA",34.0828713,-118.1097191,1
"2548","KAISER SPECIALIZED RESIDENTIAL ALTO","SAN BERNARDINO",34.1563066,-117.2433346,1
"2549","KAISER SPECIALIZED RESIDENTIAL APACHE","APPLE VALLEY",34.5437671,-117.1034575,1
"2550","KAISER SPECIALIZED RESIDENTIAL CONSTITUTION","TULARE",36.22432,-119.3156398,1
"2551","KAISER SPECIALIZED RESIDENTIAL ELISABETH","SAN BERNARDINO",34.1983154,-117.3627081,1
"2552","KAISER SPECIALIZED RESIDENTIAL FAIRVIEW","SAN GABRIEL",34.0895961,-118.1003247,1
"2553","KAISER SPECIALIZED RESIDENTIAL GLENDORA","GLENDORA",34.109687,-117.8557125,1
"2554","KAISER SPECIALIZED RESIDENTIAL HALBROOK","RIVERSIDE",34.0012182,-117.4606451,1
"2555","KAISER SPECIALIZED RESIDENTIAL IVANPAH","APPLE VALLEY",34.5092771,-117.2488159,1
"2556","KAISER SPECIALIZED RESIDENTIAL JORDAN","SAN BERNARDINO",34.1993616,-117.3634105,1
"2557","KAISER SPECIALIZED RESIDENTIAL MERLOT","APPLE VALLEY",34.4921783,-117.1992101,1
"2558","KAISER SPECIALIZED RESIDENTIAL MONTEREY PARK","MONTEREY PARK",34.056771,-118.1360705,1
"2559","KAISER SPECIALIZED RESIDENTIAL PERIGNON","APPLE VALLEY",34.4922845,-117.2022976,1
"2560","KAISER SPECIALIZED RESIDENTIAL ROSEMEAD","ROSEMEAD",34.0495079,-118.0979572,1
"2561","KAISER SPECIALIZED RESIDENTIAL SERRANO","APPLE VALLEY",34.5447886,-117.2206777,1
"2562","KAISER SPECIALIZED RESIDENTIAL TAYLOR","VISALIA",36.3644268,-119.3228295,1
"2563","KAISER SPECIALIZED RESIDENTIAL VASSAR","VISALIA",36.3134049,-119.245754,1
"2564","KAISER SPECIALIZED RESIDENTIAL VIAGGIO","RIVERSIDE",34.0033857,-117.4506296,1
"2565","KALANI'S VIEW, INC.","POMONA",34.0776447,-117.7294907,1
"2566","KALEA HOUSE","SPRING VALLEY",32.7178497,-116.9915326,1
"2567","KALI'S HOUSE","APPLE VALLEY",34.4969256,-117.1611327,1
"2568","KALIA HOME","RIALTO",34.1164894,-117.4012333,1
"2569","KANNO'S COMFORT CARE","MODESTO",37.6633901,-120.9287918,1
"2570","KANNO'S COMFORT CARE 2","MODESTO",37.6415067,-120.9227697,1
"2571","KAO CARE SERVICES","PASADENA",34.1615883,-118.1533114,1
"2572","KAREN'S CASTLE","ELK GROVE",38.4212949,-121.3800124,1
"2573","KARYDOM INC.","ANTIOCH",37.9785092,-121.8326862,1
"2574","KASSANDRA BOARD AND CARE INC.","SAN DIEGO",32.9263221,-117.1373662,1
"2575","KASSANDRA HOME","SAN BERNARDINO",34.1686215,-117.3557004,1
"2576","KATHERINE WAY MANOR","STOCKTON",38.0251342,-121.3252191,1
"2577","KATHLEEN SACHS GUEST HOME","VICTORVILLE",34.5237692,-117.3657359,1
"2578","KATHYANN HOME INC.","LAKEVIEW TERRACE",34.2843734,-118.3921745,1
"2579","KAVALIER HOME KERN RESIDENTIAL SERVICES,INC.","BAKERSFIELD",NA,NA,1
"2580","KAVERE SERVICES","ESCALON",37.794432,-120.929664,1
"2581","KAVILAND PLACE","FRESNO",36.7092787,-119.7427927,1
"2582","KAY'S TOWN HOUSE","GRIDLEY",39.3663569,-121.7062895,1
"2583","KAY-DES ASSISTED LIVING INC.","PARAMOUNT",33.9030582,-118.1470164,1
"2584","KB CARE HOME","SAN JOSE",37.3751464,-121.8659911,1
"2585","KC FAMILY HOME","FONTANA",34.1181313,-117.4230298,1
"2586","KEAN MANOR","SAN LEANDRO",37.7104048,-122.1306385,1
"2587","KEEFE'S KOTTAGE","ATASCADERO",NA,NA,1
"2588","KELLY ACACIO'S CARE HOME","SACRAMENTO",NA,NA,1
"2589","KELLY HOME & CARE","SAN DIEGO",32.6919439,-117.0602185,1
"2590","KELLY HOUSE INC","PALMDALE",34.5552435,-118.0956155,1
"2591","KELLYS FAMILY CARE","FAIRFIELD",38.2744543,-122.0437238,1
"2592","KELLYS FAMILY CARE #2","FAIRFIELD",38.2764882,-122.0256281,1
"2593","KEMET HOUSE","SAN PABLO",37.9757147,-122.3453896,1
"2594","KEMET HOUSE II","RICHMOND",37.9284732,-122.3344369,1
"2595","KEMET HOUSE III","EL SOBRANTE",37.9764977,-122.2944984,1
"2596","KENDALL GUEST HOME","EL MONTE",NA,NA,0
"2597","KENDALL HOME","FRESNO",36.796142,-119.771819,1
"2598","KENNEMER HOME","SEBASTOPOL",38.3673046,-122.793137,1
"2599","KENNEMER HOME-ROHNERT PARK","ROHNERT PARK",38.3335558,-122.7015483,1
"2600","KENNETH ADULT RESIDENTIAL","MONTCLAIR",34.0831549,-117.6821622,1
"2601","KENNETH ADULT RESIDENTIAL II","CHINO",34.0238866,-117.6557531,1
"2602","KENNETH ADULT RESIDENTIAL III","CHINO",34.0285226,-117.7054459,1
"2603","KENNETH ADULT RESIDENTIAL IV","CHINO",34.0177213,-117.7165749,1
"2604","KENNETH ADULT RESIDENTIAL V","CHINO",34.0071677,-117.6681169,1
"2605","KENYON HOME #1, THE","VISALIA",36.3531257,-119.2867822,1
"2606","KERN A.R.F.","SAN JOSE",37.3072927,-121.828035,1
"2607","KERN RESIDENTIAL SERVICES, INC. (LAYTON HOME)","BAKERSFIELD",35.3301182,-119.0587207,1
"2608","KERN TRANSITION HOME-MEADOW OAKS","BAKERSFIELD",35.4066846,-118.9278289,1
"2609","KERN TRANSITION HOME-RIVER GLEN","BAKERSFIELD",35.4004149,-119.0767382,1
"2610","KESHER HOUSE, LLC.","LINDEN",37.975611,-121.052952,1
"2611","KEVIN'S RESIDENTIAL CARE HOME","SAN JOSE",37.2995148,-121.7991568,1
"2612","KEY WEST GUEST HOME, INC.","TEMPLE CITY",34.0947189,-118.0424596,1
"2613","KG'S CARE HOME","PORTERVILLE",36.076334,-119.062544,1
"2614","KHAN CARE GARDENS, INC","TORRANCE",33.8561798,-118.369509,1
"2615","KHAN GUEST HOME","LODI",38.094245,-121.313069,1
"2616","KHEESA'S FAMILY HOME","FONTANA",34.077361,-117.4276895,1
"2617","KIM'S ADULT RESIDENTIAL FACILITY","SAN DIEGO",32.6938849,-117.0381374,1
"2618","KIMAYA HOME","SOUTH SAN FRANCISCO",37.6609469,-122.421578,1
"2619","KIMS' CIRCLE B HOME","PASO ROBLES",35.656592,-120.669281,1
"2620","KINDRED HOUSE #1","FRESNO",36.7144182,-119.7898123,1
"2621","KINDRED KEEP # 2","OAKLAND",37.8429126,-122.2744957,1
"2622","KINDWEILER HOME","CARSON",33.8351455,-118.2731675,1
"2623","KING'S FAVOR INC.","LANCASTER",34.7067033,-118.0670579,1
"2624","KINGS REHAB. CENTER INC. MOUNTAIN RIDGE COTTAGE","HANFORD",36.3136403,-119.6395796,1
"2625","KINGS ROYALE","FRESNO",36.740831,-119.7151823,1
"2626","KINGS ROYALE II, THE","CLOVIS",36.8250448,-119.7278594,1
"2627","KINGSLEY GROUP HOME II","LOS ANGELES",34.1143396,-118.2554777,1
"2628","KINGSLEY HOME CARE","POMONA",34.0666618,-117.7406078,1
"2629","KINGSTON-PACIFIC PROPERTIES,INC., GLADSTONE","POMONA",34.1017261,-117.7494858,1
"2630","KIRBY HOME","YUCAIPA",34.0238234,-117.0990215,1
"2631","KIRBY PARKSIDE","SANTA ROSA",NA,NA,1
"2632","KIRKPATRICK'S","KLAMATH",41.5735934,-124.0488046,1
"2633","KIZER GUEST HOME #1","STOCKTON",38.026247,-121.3174893,1
"2634","KOCH-VAGTHOL'S METABOLIC RESIDENTIAL CENTER","BURBANK",34.1586742,-118.3144446,1
"2635","KOEN ADULT RESIDENTIAL FACILITY","SAN JOSE",37.3122198,-121.8184661,1
"2636","KOHLER'S FAMILY HOME","SONORA",38.017815,-120.277267,1
"2637","KONA HOME","RIALTO",34.1274747,-117.3567007,1
"2638","KONANIA HOUSE","SAN FRANCISCO",37.7952457,-122.4035231,1
"2639","KONANIA HOUSE 2","DALY CITY",37.702092,-122.4668165,1
"2640","KORAL FACILITY","HAWTHORNE",33.903049,-118.3651097,1
"2641","KOSTER ADULT RESIDENTIAL FACILITY","EL CAJON",32.8132544,-116.9237385,1
"2642","KP DISABILITY SERVICE","LEMON GROVE",32.7366599,-117.044229,1
"2643","KREBS RANCH HOME","BAKERSFIELD",35.3978163,-119.0716144,1
"2644","KREDENCE PLACE","TORRANCE",33.8360571,-118.2907037,1
"2645","KRIS KRINGLE HOME","CONCORD",37.9663474,-121.9844006,1
"2646","KRISTINE'S HOME","VALINDA",34.0325407,-117.9234963,1
"2647","KRISTINE GALVEZ CARE HOME","SACRAMENTO",NA,NA,1
"2648","KRISTINE MANOR II, LLC","SAN JOSE",37.248231,-121.8861961,1
"2649","KRISTINE MANOR I, LLC","SAN JOSE",37.2486204,-121.8939257,1
"2650","KRUGER HOME LLC","BREA",33.9145112,-117.9031085,1
"2651","KRYSTAL ADULT RESIDENTAL CARE HOME","ANAHEIM",33.8295882,-117.8792918,1
"2652","KUNZITE RESIDENTIAL INC.","ELK GROVE",38.4048598,-121.3370393,1
"2653","L AND T RESIDENTIAL","RIALTO",34.140277,-117.383936,1
"2654","L & D BOARD AND CARE","GARDEN GROVE",33.758581,-117.948368,1
"2655","L & M RESIDENTIAL","BONITA",32.6830769,-117.0231183,1
"2656","LA CADENA MANOR","RIVERSIDE",33.9284254,-117.4942809,1
"2657","LA CALLE HAVEN","CONCORD",37.958396,-121.9624633,1
"2658","LA CORONA VISTA","ALTADENA",34.1886639,-118.1680594,1
"2659","LA CROSSE HOME INC","MILPITAS",37.43438,-121.8713459,1
"2660","LA HOME","WHITTIER",33.9204038,-118.0358057,1
"2661","LA MIRADA VILLA","OROVILLE",39.498845,-121.483801,0
"2662","LA PAZ RESIDENTIAL CARE FACILITY","SAN JOSE",37.2435843,-121.8810512,1
"2663","LA PRESA ADULT RESIDENTIAL FACILITY","SPRING VALLEY",32.7088963,-116.9934751,1
"2664","LA QUAY'S RESIDENTIAL FACILITY","LOS ANGELES",33.999056,-118.282272,1
"2665","LA ROSA RESIDENTIAL FACILITY","TEMPLE CITY",34.0959364,-118.0485273,1
"2666","LA SALETTE HOME, LTD. 1","SAN FRANCISCO",37.7135191,-122.436377,1
"2667","LA SALETTE HOME, LTD. III","DALY CITY",37.6774904,-122.481905,1
"2668","LA SIESTA GUEST HOME","VENTURA",34.2757317,-119.2757632,0
"2669","LACEY MANOR","CHINO",34.0117316,-117.6615271,1
"2670","LADIORAY HOME INC.","ELK GROVE",38.4305486,-121.4516743,1
"2671","LADY OF MERCED CARE HOME, INC.","HAYWARD",37.6347313,-122.0994676,1
"2672","LAFAYE YUSUF FAMILY CARE HOME","SACRAMENTO",38.4920787,-121.4940355,1
"2673","LAGUA'S CARE HOME","LATHROP",37.8132747,-121.2827839,1
"2674","LAGUA'S CARE HOME II","STOCKTON",38.0260941,-121.3323249,1
"2675","LAGUA'S GUEST HOME","STOCKTON",38.0222706,-121.334833,1
"2676","LAGUNA STREAM FAMILY HOME,INC.","ELK GROVE",38.3936653,-121.3701491,1
"2677","LAHANA WAY HOME","FREMONT",37.5287878,-121.9910687,1
"2678","LAKE MORENA RESIDENTIAL CARE","LAKESIDE",32.8436575,-116.893244,1
"2679","LAKEPOINTE HOME","RIVERSIDE",33.8726729,-117.460905,1
"2680","LAKEPORT HOME CARE","SAN DIEGO",NA,NA,1
"2681","LAKESIDE HOUSE","RIVERSIDE",33.9929207,-117.4455699,1
"2682","LAMPPOST RESOURCE GROUP, INC.","RIALTO",34.1145469,-117.3945152,1
"2683","LAN FRANCO BOARD AND CARE HOME","LOS ANGELES",NA,NA,1
"2684","LANEROSE HOME","ANAHEIM",33.8156825,-118.0016444,1
"2685","LANESBORO RESIDENTIAL CARE","VALINDA",NA,NA,1
"2686","LANNY'S HOME","LAKEVIEW TERRACE",34.2765224,-118.3565021,1
"2687","LARC ADULT HOME I","SAUGUS",34.417655,-118.5425985,0
"2688","LARC ADULT HOME II","SAUGUS",34.4338008,-118.5298738,1
"2689","LARCHMONT MANOR","NORTH HIGHLANDS",38.7021646,-121.3795712,1
"2690","LARK LANE ADULT RESIDENTIAL FACILITY","CONCORD",37.9794101,-122.0338442,1
"2691","LARK RESIDENTIAL HOME","CORONA",33.9047483,-117.5899361,1
"2692","LARKS ADULT RESIDENTIAL FACILITY #2","LOS ANGELES",34.0094216,-118.3037454,1
"2693","LARKS ADULT RESIDENTIAL FACILITY #3","ALHAMBRA",34.0782357,-118.15755,1
"2694","LARRY & NADIA COVARRUBIAS HOME","SACRAMENTO",38.4641811,-121.3734707,1
"2695","LAS NUBES HOMES, INC.","BLOOMINGTON",34.0627147,-117.3945342,1
"2696","LAS PALMAS ADULT RESIDENCE","FONTANA",34.1229002,-117.507944,1
"2697","LAS TRAMPAS-HAMILTON HOUSE","WALNUT CREEK",37.931981,-122.043662,1
"2698","LAS TRAMPAS-SOUTHWIND HOUSE","PLEASANT HILL",37.9716706,-122.0957155,1
"2699","LAS TRAMPAS SHEILA HOUSE","PLEASANT HILL",37.9301398,-122.0750506,1
"2700","LAS TRAMPAS, INC. - MAUREEN HOUSE","PLEASANT HILL",37.952412,-122.0790119,1
"2701","LASSENPARK RESIDENTIAL HALL(RH)","SAN JOSE",37.2681351,-121.8433608,1
"2702","LATHROP RANCH HOME","LATHROP",37.8245244,-121.2779041,1
"2703","LAUGHLIN COUNTRY HOME","WINDSOR",38.500636,-122.792275,1
"2704","LAUREEN ADULT RESIDENTIAL FACILITY","FRESNO",36.7982111,-119.7328889,1
"2705","LAUREL CREEK CARE HOME","FAIRFIELD",38.2784286,-122.0160113,1
"2706","LAURELGROVE MANOR","NORTH HOLLYWOOD",34.2134099,-118.4011543,1
"2707","LAURENCE RESIDENTIAL CARE","SANTA ANA",33.697722,-117.873069,1
"2708","LAVENDER HOME","ROWLAND HEIGHTS",33.9813843,-117.8736452,1
"2709","LAVERNE'S ABUNDANCE OF LOVE","VICTORVILLE",34.5231374,-117.3903159,1
"2710","LAVERNE ADULT RESIDENTIAL CARE HOME","RIVERSIDE",33.9216569,-117.4998547,1
"2711","LAWANDA HOME II","ANAHEIM",33.8299516,-117.9441098,1
"2712","LCS HOMES/DIANA","ANAHEIM",33.8322704,-117.8729915,1
"2713","LE-NA' RESIDENTIAL HOME #3","SANTA MARIA",34.869448,-120.442248,1
"2714","LE-NA' RESIDENTIAL INC.","HUNTINGTON BEACH",33.6752538,-117.9489165,1
"2715","LE-NA' RESIDENTIAL #4","ORCUTT",34.868949,-120.435242,1
"2716","LE-NA' RESIDENTIAL #5","SANTA MARIA",34.923695,-120.4622541,1
"2717","LE-NA'RESIDENTAL CARE, INC.","BUENA PARK",33.8805821,-117.9883717,1
"2718","LE BRUN ADULT RESIDENTIAL CARE FACILITY","REDDING",40.561151,-122.351224,0
"2719","LE CONTE BOARD AND CARE HOME","SAN FRANCISCO",37.7298569,-122.4138026,1
"2720","LE ELEN MANOR II","SANTA ROSA",38.3918121,-122.7491111,0
"2721","LE ELEN MANOR III","SANTA ROSA",38.427175,-122.726902,0
"2722","LE ELEN MANOR, INC","SANTA ROSA",38.517119,-122.770486,0
"2723","LEA VICIO CARE HOME, THE","SACRAMENTO",NA,NA,1
"2724","LEARNING SERVICES-SOUTH VALLEY RANCH#2","GILROY",37.0509614,-121.6055431,1
"2725","LEARNING SERVICES - SOUTH VALLEY RANCH #1","GILROY",37.0509614,-121.6055431,0
"2726","LEARNING SERVICES ESCONDIDO-ADULT RESIDENTIAL","ESCONDIDO",33.1368885,-117.0421433,0
"2727","LEDDAS CARE HOME","VALLEJO",38.1435205,-122.2469334,1
"2728","LEE'S CONTINENTAL GUEST HOME","LOS ANGELES",33.996231,-118.265821,0
"2729","LEE'S COUNTRY HOME","VISALIA",36.2843231,-119.320691,1
"2730","LEE'S TOWN HOME","VISALIA",36.3189764,-119.3310282,1
"2731","LEE ADULT HOME","TORRANCE",33.8492771,-118.3561015,1
"2732","LEE ADULT HOME II","TORRANCE",33.8370158,-118.3036201,1
"2733","LEE FAMILY CARE HOME","ANTIOCH",37.9840826,-121.8373873,1
"2734","LEE FAMILY CARE HOME #4","OAKLEY",37.9773716,-121.7300438,1
"2735","LEE FAMILY CARE HOME #5","BRENTWOOD",37.9229313,-121.7039989,1
"2736","LEE STREET HOUSE 1","LOS MOLINOS",40.014819,-122.0905566,1
"2737","LEE STREET HOUSE 2","LOS MOLINOS",40.0148186,-122.0906151,1
"2738","LEGACY ADULT RESIDENTIAL","SANTA MARIA",NA,NA,1
"2739","LEGASPI CARE HOME","SACRAMENTO",38.4651992,-121.4561834,1
"2740","LEGASPI CARE HOME #2","SACRAMENTO",38.4652669,-121.4553605,1
"2741","LEGGS ADULT RESIDENTIAL CARE FACILITY","GALT",38.2832939,-121.3021263,1
"2742","LEISURE COURT VILLAGE","ORANGE",33.7907275,-117.8035054,1
"2743","LEISURE HOME","VACAVILLE",38.3542086,-121.9382665,1
"2744","LEISURE TOWER GUEST HOME LLC","ORANGE",33.7881302,-117.8398782,0
"2745","LEISURE TOWER II RESIDENTIAL CARE","ANAHEIM",33.8411038,-117.9086503,0
"2746","LELA L MIMS ADULT RESIDENTIAL FACILITY","LOS ANGELES",33.961972,-118.244847,1
"2747","LEMERE PROGRAMS & SERVICES","COMPTON",33.8811786,-118.2443375,1
"2748","LEMON TREE CARING HOME","ROWLAND HEIGHTS",33.9829053,-117.8810937,1
"2749","LENIHAN'S RESIDENTIAL CARE HOME #1","CORNING",39.9250806,-122.1804318,1
"2750","LENIHAN'S RESIDENTIAL CARE HOME #3","CORNING",39.9303892,-122.1691864,1
"2751","LEWIS, FRANK & KAREN","EL CAJON",32.7786172,-116.9737569,1
"2752","LEXY'S ADULT RESIDENTIAL FACILITY","SOUTH SAN FRANCISCO",37.6380039,-122.429803,1
"2753","LIAHONA COMMUNITY CARE","UNION CITY",37.587104,-122.030202,1
"2754","LIBBIE'S CARE HOME","PLEASANTON",37.6707797,-121.8822632,1
"2755","LIBERTY IN THE WEST","BAKERSFIELD",35.3971033,-119.179126,1
"2756","LIBEY'S ARF-AVOCADO","LA MESA",32.7587285,-116.9623193,1
"2757","LIBY'S HOME","BURLINGAME",37.580725,-122.368605,1
"2758","LIFE CONNECTION-DEVON HOME","SAN RAFAEL",37.9970352,-122.5491906,1
"2759","LIFE CONNECTION - PORTOLA HOME","SAN FRANCISCO",37.740124,-122.4646793,1
"2760","LIFE PATH LA BOARD & CARE","HAWTHORNE",33.9275032,-118.3610753,0
"2761","LIFE SERVICES ALTERNATIVES","CAMPBELL",37.2757189,-121.9346631,1
"2762","LIFE SERVICES ALTERNATIVES INC.","SANTA CLARA",37.3323206,-121.9608736,1
"2763","LIFE SERVICES ALTERNATIVES, INC.","SANTA CLARA",NA,NA,1
"2764","LIFEHOUSE-COMITO","FAIRFAX",37.9808151,-122.5925055,1
"2765","LIFEHOUSE-LAUREL PLACE","SAN RAFAEL",37.97563,-122.5254137,1
"2766","LIFESTYLE BOARD AND CARE","CARSON",33.8121123,-118.2737762,1
"2767","LIFESTYLE BOARD AND CARE","CARSON",33.8121123,-118.2737762,1
"2768","LIFEWAY CARE HOME, INC.","SOUTH SAN FRANCISCO",37.6422208,-122.4535306,1
"2769","LIGHTHOUSE ADULT RESIDENTIAL FACILITY","RAMONA",33.04343,-116.847196,1
"2770","LIGHTHOUSE VILLA RESIDENTIAL CARE FACILITY","SAN JOSE",37.2354837,-121.8103471,1
"2771","LILIAN'S CARE HOME","STOCKTON",37.9244734,-121.3052298,1
"2772","LILLY'S OPEN ARMS","LOS ANGELES",33.906451,-118.2704677,1
"2773","LILLY WASHINGTON FAMILY HOME","LOS ANGELES",34.0378541,-118.3141697,1
"2774","LILY'S GUEST HOME","STOCKTON",37.9647443,-121.3509441,1
"2775","LILY'S HOME","ARTESIA",33.8699318,-118.0905183,1
"2776","LILY AVENUE HOME","SUNNYVALE",37.3619894,-122.0007062,1
"2777","LILY HOUSE","LIVERMORE",37.6866614,-121.7432405,1
"2778","LINA'S BOARD AND CARE","SANTA ANA",33.754082,-117.8483459,1
"2779","LINCOLN HOME IV","CARSON",33.8170085,-118.2826031,1
"2780","LINCOLN HOME V","GARDEN GROVE",33.7988149,-117.9386565,1
"2781","LINCOLN PALMS","ALTADENA",34.1971876,-118.1589576,1
"2782","LINCOLN ROAD CARE HOME","STOCKTON",38.0175302,-121.3111355,1
"2783","LINDA'S CARE HOME","UNION CITY",37.5952501,-122.0645137,1
"2784","LINDA'S RESIDENTIAL CARE II LLC","ANTIOCH",37.9567839,-121.7762243,1
"2785","LINDA'S RESIDENTIAL CARE, LLC","ANTIOCH",37.9812653,-121.7539758,1
"2786","LINDA VISTA MANOR","HAYWARD",37.6767057,-122.0684933,0
"2787","LINDEN GROVE ADULT RESIDENTIAL","LINDEN",37.977119,-121.052981,1
"2788","LINDSEY B/C HOME","HANFORD",36.303968,-119.629205,1
"2789","LINDSTROM ARF","SAN JOSE",37.2623801,-121.7952376,1
"2790","LINO & AMIE'S BOARD AND CARE","SAN DIEGO",32.9322001,-117.138608,1
"2791","LINO & AMIE'S BOARD AND CARE #2","SAN DIEGO",32.8028521,-117.1375434,1
"2792","LINWOOD HOME","MODESTO",37.6681566,-121.016541,1
"2793","LISA MARIE GUEST HOME","HUNTINGTON PARK",33.9632921,-118.2059256,1
"2794","LITO GASPAR'S CARE HOME","SACRAMENTO",NA,NA,1
"2795","LITTLE'S GUEST HOME","EMPIRE",37.6356228,-120.9001173,0
"2796","LITTLE EAGLE FAMILY HOME","SAN DIEGO",32.8252462,-117.1654006,1
"2797","LITTLE HARBOR BOARD & CARE","ANAHEIM",33.8280208,-117.9178062,1
"2798","LITTLE JESUS FAMILY, THE","LOS ANGELES",34.049683,-118.285685,1
"2799","LIVE AND CARE","EL CAJON",32.7796476,-116.9514353,1
"2800","LIVING LIFE","HAWTHORNE",33.9156778,-118.3581965,1
"2801","LIVING WELL","LOS ANGELES",33.9172097,-118.3036625,1
"2802","LIVING WELL 2","COMPTON",33.8974313,-118.2303123,1
"2803","LJ GUEST HOME","STOCKTON",38.0303784,-121.3034317,1
"2804","LMB CARE HOME","ONTARIO",34.0758046,-117.6710566,1
"2805","LMB CARE HOME","RIVERSIDE",33.939366,-117.5016379,1
"2806","LMB CARE HOME","UPLAND",34.1112314,-117.6605249,1
"2807","LMB CARE HOME","ONTARIO",34.0907619,-117.6271305,1
"2808","LMC HOME CARE","BANNING",33.937234,-116.9170978,1
"2809","LNB MANOR","LOS ANGELES",34.1301641,-118.2126948,1
"2810","LODGEPOLE HOME","ANDERSON",40.4375041,-122.29798,1
"2811","LODGEPOLE HOME","ANDERSON",40.4375041,-122.29798,1
"2812","LOGAN CARE HOME","SACRAMENTO",38.5114226,-121.4231037,1
"2813","LOLA'S HOME","SAN BRUNO",37.6297031,-122.4503749,1
"2814","LOLA'S RESIDENTIAL FACILITY #2","PALMDALE",34.5627128,-118.0669686,1
