Type,Name,Administrator,Address,City,State,Zip,County.Name,Capacity,License.First.Date,Status,Location,Lat,Long
ADULT RESIDENTIAL,MERCEDES DIAZ HOMES INC - STARWOOD,GRISELDA ELAIR,16321 STARWOOD DR,WHITTIER,CA,90604,ORANGE,6,6/30/2010,LICENSED,"16321 STARWOOD DR, WHITTIER, CA90604",33.9275447,-117.9819492
ADULT RESIDENTIAL,MERCEDES DIAZ HOMES INC - TRUMBAL,GRISELDA ELAIR,13588 TRUMBALL ST,WHITTIER,CA,90605,ORANGE,6,6/30/2010,LICENSED,"13588 TRUMBALL ST, WHITTIER, CA90605",33.94038,-118.0420172
ADULT RESIDENTIAL,MERCIE'S HOME,"PENAREJO, MERCIE",6000 POSO COURT,BAKERSFIELD,CA,93309,KERN,6,6/19/2000,LICENSED,"6000 POSO COURT, BAKERSFIELD, CA93309",35.3602694,-119.0699112
ADULT RESIDENTIAL,MERCIE'S HOME #1,"PENAREJO, MERCEDES",3555 BELLE TERRACE,BAKERSFIELD,CA,93309,KERN,6,8/1/1993,LICENSED,"3555 BELLE TERRACE, BAKERSFIELD, CA93309",35.3465196,-119.045265
ADULT RESIDENTIAL,MERCIE'S HOME #2,"PENAREJO, MERCIE",3617 SORANNO AVENUE,BAKERSFIELD,CA,93309,KERN,6,4/15/1997,LICENSED,"3617 SORANNO AVENUE, BAKERSFIELD, CA93309",35.3374501,-119.0431669
ADULT RESIDENTIAL,MERCIE'S HOME #4,"PENAREJO, MERCIE",910 S. REAL ROAD,BAKERSFIELD,CA,93309,KERN,4,2/14/1995,LICENSED,"910 S. REAL ROAD, BAKERSFIELD, CA93309",35.3457753,-119.0430532
ADULT RESIDENTIAL,MERCY'S GUEST HOME #2,BETH LIGAYA SANDERS,5924 CUMBERLAND STREET,SAN DIEGO,CA,92139,SAN DIEGO,6,3/31/1999,LICENSED,"5924 CUMBERLAND STREET, SAN DIEGO, CA92139",32.6760061,-117.0628431
ADULT RESIDENTIAL,"MERCY MULTIPLIED AMERICA, INC",KATHRYN SNYDER,1896 MCCLAIN DR.,LINCOLN,CA,95648,PLACER,40,8/20/2009,LICENSED,"1896 MCCLAIN DR., LINCOLN, CA95648",38.9092121,-121.3321624
ADULT RESIDENTIAL,MERCY RESIDENTIAL HOME,"AKINMULERO, BOLAJI J.",21362 CALORA STREET,COVINA,CA,91724,LOS ANGELES,6,11/8/2005,LICENSED,"21362 CALORA STREET, COVINA, CA91724",34.1052459,-117.8385963
ADULT RESIDENTIAL,MERCYLAND HOME,NOEL TUNDE ESHO,6708 OSBUN ROAD,SAN BERNARDINO,CA,92404,SAN BERNARDINO,4,3/22/2001,LICENSED,"6708 OSBUN ROAD, SAN BERNARDINO, CA92404",34.1321131,-117.2487172
ADULT RESIDENTIAL,MERCYLAND HOME II,NOEL ESHO,6680 ROCA CIRCLE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,6,6/20/2002,LICENSED,"6680 ROCA CIRCLE, SAN BERNARDINO, CA92404",34.1325144,-117.2462814
ADULT RESIDENTIAL,MERIDIAN,"DUKE, THERESE",1668 C STREET,EUREKA,CA,95501,HUMBOLDT,6,11/10/2001,LICENSED,"1668 C STREET, EUREKA, CA95501",40.7916557,-124.1688572
ADULT RESIDENTIAL,"MERIDIAN MANOR, LLC","MAGNO, DAVE",5914 TANDERA AVENUE,SAN JOSE,CA,95123,SANTA CLARA,6,11/16/2004,LICENSED,"5914 TANDERA AVENUE, SAN JOSE, CA95123",37.2417132,-121.8542331
ADULT RESIDENTIAL,MERIT RESIDENTIAL CARE HOME INC.,MANUELO B. APPELLANES,162 MONTANA ST.,SAN FRANCISCO,CA,94112,SAN FRANCISCO,6,9/28/2005,LICENSED,"162 MONTANA ST., SAN FRANCISCO, CA94112",NA,NA
ADULT RESIDENTIAL,MERRILL FAMILY HOME,PATRICK MERRILL,397 2ND STREET,NEWCASTLE,CA,95658,PLACER,6,10/26/2004,LICENSED,"397 2ND STREET, NEWCASTLE, CA95658",38.8739985,-121.128906
ADULT RESIDENTIAL,MERTZ CARE HOME IV,"MERTZ, ELVIRA",2591 BOREN DRIVE,SAN JOSE,CA,95121,SANTA CLARA,6,10/23/2001,LICENSED,"2591 BOREN DRIVE, SAN JOSE, CA95121",37.3109782,-121.8356318
ADULT RESIDENTIAL,"MERTZ CARE HOME, INC.","MERTZ, ELVIRA",2906 CASTLETON DRIVE,SAN JOSE,CA,95148,SANTA CLARA,6,4/1/1999,LICENSED,"2906 CASTLETON DRIVE, SAN JOSE, CA95148",37.3218109,-121.795492
ADULT RESIDENTIAL,MESA BROOK ADULT RESIDENTIAL FACILITY,JULIE SANTIAGO,837 MESA BROOK STREET,SAN DIEGO,CA,92114,SAN DIEGO,6,8/4/2003,LICENSED,"837 MESA BROOK STREET, SAN DIEGO, CA92114",32.6900127,-117.0466574
ADULT RESIDENTIAL,MESA VERDE HOME,CHRISTINA ONG,29656 MESA VERDE CIRCLE,MENIFEE,CA,92584,RIVERSIDE,6,8/31/2005,LICENSED,"29656 MESA VERDE CIRCLE, MENIFEE, CA92584",33.699182,-117.1425485
ADULT RESIDENTIAL,MG FAMILY HOME,JOSE ONG,814 DOLLIE STREET,OXNARD,CA,93033,VENTURA,6,7/6/2005,LICENSED,"814 DOLLIE STREET, OXNARD, CA93033",34.1574509,-119.1695527
ADULT RESIDENTIAL,MG MANOR,GLENDA RODEROS,4864 BAY MEADOW DRIVE,RIVERSIDE,CA,92509,RIVERSIDE,6,2/8/2002,LICENSED,"4864 BAY MEADOW DRIVE, RIVERSIDE, CA92509",33.9994203,-117.4917644
ADULT RESIDENTIAL,MG RESIDENTIAL CARE HOME,GLENDA RODEROS,4683 TEASDALE AVE,RIVERSIDE,CA,92509,RIVERSIDE,6,2/8/2002,LICENSED,"4683 TEASDALE AVE, RIVERSIDE, CA92509",34.0032867,-117.4524023
ADULT RESIDENTIAL,MG2 FAMILY HOME,MARIA MIRANDA,5031 HALSEY WAY,OXNARD,CA,93033,VENTURA,6,7/6/2005,LICENSED,"5031 HALSEY WAY, OXNARD, CA93033",34.1553218,-119.1696748
ADULT RESIDENTIAL,"MGH CORPORATION, THE",CYNTHIA LOMELI,1201-1203 WEST 101ST STREET,LOS ANGELES,CA,90044,LOS ANGELES,9,8/2/1989,LICENSED,"1201-1203 WEST 101ST STREET, LOS ANGELES, CA90044",33.9450813,-118.2964381
ADULT RESIDENTIAL,MI CASA,SANDRA Y.LOPEZ-MARTINEZ,1307 SAN ANDRES STREET,SANTA BARBARA,CA,93101,SANTA BARBARA,6,2/20/2008,LICENSED,"1307 SAN ANDRES STREET, SANTA BARBARA, CA93101",34.416946,-119.7140981
ADULT RESIDENTIAL,MI CASITA CARE HOME,JUDIT JAIME,4879 E. SAN GABRIEL,FRESNO,CA,93726,FRESNO,6,6/9/2014,LICENSED,"4879 E. SAN GABRIEL, FRESNO, CA93726",36.8040378,-119.7328233
ADULT RESIDENTIAL,MI CASITA CARE HOME III,"JAIME, JUDIT",233 W NORWICH AVE,CLOVIS,CA,93612,FRESNO,4,9/26/2017,LICENSED,"233 W NORWICH AVE, CLOVIS, CA93612",36.8006091,-119.7143657
ADULT RESIDENTIAL,MI CASITA DOS,JUDIT JAIME,296 W. RICHERT AVENUE,CLOVIS,CA,93612,FRESNO,6,5/8/2014,LICENSED,"296 W. RICHERT AVENUE, CLOVIS, CA93612",36.7966247,-119.7157471
ADULT RESIDENTIAL,MICHAEL'S HOUSE,RHEA E TABLER,2120 SAN VICENTE ROAD,RAMONA,CA,92065,SAN DIEGO,14,11/10/1992,LICENSED,"2120 SAN VICENTE ROAD, RAMONA, CA92065",33.014368,-116.864299
ADULT RESIDENTIAL,MICHAEL'S RESIDENTIAL CENTER-2,FLOR DE LYS BARAWID,1292 CONWAY DRIVE,ESCONDIDO,CA,92027,SAN DIEGO,6,11/19/1999,LICENSED,"1292 CONWAY DRIVE, ESCONDIDO, CA92027",33.1460732,-117.0727822
ADULT RESIDENTIAL,MICHAEL'S RESIDENTIAL HOME CARE,"OGBUEHI-NZAMBI, VICTORIA",5125 JETTY DRIVE,STOCKTON,CA,95206,SAN JOAQUIN,6,12/27/2006,LICENSED,"5125 JETTY DRIVE, STOCKTON, CA95206",37.8980695,-121.3259495
ADULT RESIDENTIAL,"MICHAEL'S RESIDENTIAL HOME CARE, INC.","OGBUEHI, VICTORIA",1152 RIVER CREST COURT,STOCKTON,CA,95206,SAN JOAQUIN,6,10/29/2012,LICENSED,"1152 RIVER CREST COURT, STOCKTON, CA95206",37.8981892,-121.3018711
ADULT RESIDENTIAL,MICHAEL GASTELUM A.R.F.,"GASTELUM, MICHAEL",3705 SINCLAIR LANE,SPRING VALLEY,CA,91977,SAN DIEGO,6,11/6/1985,LICENSED,"3705 SINCLAIR LANE, SPRING VALLEY, CA91977",32.746982,-116.9991524
ADULT RESIDENTIAL,MICHAEL HOME,"TATUM, ATLENA",4828 E.PRINCETON,FRESNO,CA,93703,FRESNO,6,3/13/2017,LICENSED,"4828 E.PRINCETON, FRESNO, CA93703",36.775606,-119.735097
ADULT RESIDENTIAL,MICHELE'S FAMILY HOME,"ATKINS, MICHELE",338 SPARROW LANE,LODI,CA,95240,SAN JOAQUIN,2,2/15/2017,LICENSED,"338 SPARROW LANE, LODI, CA95240",38.1096264,-121.2654658
ADULT RESIDENTIAL,MID VALLEY PROVIDERS,"MOORE, PATRICIA",5193 DEBBIE LANE,REDDING,CA,96002,SHASTA,4,8/23/2001,LICENSED,"5193 DEBBIE LANE, REDDING, CA96002",40.5320022,-122.3377659
ADULT RESIDENTIAL,MID VALLEY PROVIDERS #2,PATRICIA MOORE,3707 CAPRICORN WAY,REDDING,CA,96002,SHASTA,4,7/17/2002,LICENSED,"3707 CAPRICORN WAY, REDDING, CA96002",40.5529889,-122.322273
ADULT RESIDENTIAL,MID VALLEY PROVIDERS #3,"LARMOUR, DEBBIE",1688 STERLING DRIVE,REDDING,CA,96002,SHASTA,4,12/19/2007,LICENSED,"1688 STERLING DRIVE, REDDING, CA96002",40.585373,-122.3272625
ADULT RESIDENTIAL,MID VALLEY PROVIDERS #4,DEBORAH LARMOUR,2550 GALAXY WAY,REDDING,CA,96002,SHASTA,4,6/7/2004,LICENSED,"2550 GALAXY WAY, REDDING, CA96002",40.5513374,-122.3235509
ADULT RESIDENTIAL,MID VALLEY PROVIDERS #5,"DORE, SHANNON",2876 MAHAN STREET,REDDING,CA,96001,SHASTA,3,6/13/2006,LICENSED,"2876 MAHAN STREET, REDDING, CA96001",40.5655273,-122.3797932
ADULT RESIDENTIAL,MID VALLEY PROVIDERS #6,"DORE, SHANNON",2521 WYNDHAM LANE #B,REDDING,CA,96001,SHASTA,3,7/15/2014,LICENSED,"2521 WYNDHAM LANE #B, REDDING, CA96001",40.5593759,-122.3845147
ADULT RESIDENTIAL,MID VALLEY PROVIDERS #7,"DORE, SHANNON",2390 KERRY AVE,REDDING,CA,96002,SHASTA,4,12/29/2016,LICENSED,"2390 KERRY AVE, REDDING, CA96002",40.5686434,-122.3258672
ADULT RESIDENTIAL,MIDOMAR HOME IV,"LOPEZ, CARLOS",1129 S. AVINGTON AVE.,WEST COVINA,CA,91790,LOS ANGELES,4,4/19/1999,LICENSED,"1129 S. AVINGTON AVE., WEST COVINA, CA91790",34.0552123,-117.9181338
ADULT RESIDENTIAL,MIDOMAR HOME V,"PALISOC, ADORACION",1015 SAINT MALO ST.,WEST COVINA,CA,91790,LOS ANGELES,6,9/5/2000,LICENSED,"1015 SAINT MALO ST., WEST COVINA, CA91790",34.0593562,-117.9386687
ADULT RESIDENTIAL,MIDOMAR HOMES II,"LOPEZ, CARLOS A.",940 BRIGHTWOOD ST.,MONTEREY PARK,CA,91754,LOS ANGELES,6,11/9/1994,LICENSED,"940 BRIGHTWOOD ST., MONTEREY PARK, CA91754",34.042304,-118.143722
ADULT RESIDENTIAL,MIDOMAR HOMES III,CARLOS A. LOPEZ,2032 GRAYLOCK AVE,MONTEREY PARK,CA,91754,LOS ANGELES,4,5/26/1995,LICENSED,"2032 GRAYLOCK AVE, MONTEREY PARK, CA91754",34.0395679,-118.1316465
ADULT RESIDENTIAL,MILDRED HOUSE,GEORGE LOPEZ,10837 MILDRED STREET,EL MONTE,CA,91731,LOS ANGELES,4,5/29/2013,LICENSED,"10837 MILDRED STREET, EL MONTE, CA91731",34.0669078,-118.0382125
ADULT RESIDENTIAL,MILES RESIDENTIAL CARE HOME,NAOMI APOSTOL-MILES,5764 CHESBRO AVE.,SAN JOSE,CA,95123,SANTA CLARA,6,12/1/2010,LICENSED,"5764 CHESBRO AVE., SAN JOSE, CA95123",37.2469592,-121.8423612
ADULT RESIDENTIAL,MILESTONES BOARD & CARE HOME,"FROEMMING, JACQUELYN",82-485 MILES AVE,INDIO,CA,92201,RIVERSIDE,49,9/1/2014,LICENSED,"82-485 MILES AVE, INDIO, CA92201",33.7207607,-116.2259496
ADULT RESIDENTIAL,MILL BROOKS-SUTTON,"HOUCK, HELEN S",2200 SUTTON PLACE,BAKERSFIELD,CA,93309,KERN,4,8/4/2016,LICENSED,"2200 SUTTON PLACE, BAKERSFIELD, CA93309",35.3340897,-119.0705954
ADULT RESIDENTIAL,MILLER'S CARE HOME II,TROY SKILLMAN,364 PEPPER DRIVE,VALLEJO,CA,94589,SOLANO,6,12/30/1993,LICENSED,"364 PEPPER DRIVE, VALLEJO, CA94589",38.141113,-122.2457604
ADULT RESIDENTIAL,MILLER-ANGELO ARF,"MILLER-ANGELO, DIANNA",5321 WEST HOME AVENUE,FRESNO,CA,93722,FRESNO,6,11/21/2007,LICENSED,"5321 WEST HOME AVENUE, FRESNO, CA93722",36.7617828,-119.8856309
ADULT RESIDENTIAL,MILLMONT HOME,"ABRAJANO,GARY",1118 E. MILLMONT STREET,CARSON,CA,90746,LOS ANGELES,4,3/4/2002,LICENSED,"1118 E. MILLMONT STREET, CARSON, CA90746",33.856253,-118.2518223
ADULT RESIDENTIAL,MILLS CARE HOME,RAFAEL TORRES,9737 MILLS AVENUE,WHITTIER,CA,90604,ORANGE,6,11/30/2007,LICENSED,"9737 MILLS AVENUE, WHITTIER, CA90604",33.9450363,-118.0233832
ADULT RESIDENTIAL,MILLS GUEST HOME,DOUGLAS MILLS,16752 EDGE GATE DRIVE,RIVERSIDE,CA,92504,RIVERSIDE,6,5/20/2004,LICENSED,"16752 EDGE GATE DRIVE, RIVERSIDE, CA92504",33.8599225,-117.370314
ADULT RESIDENTIAL,MILLS MANOR,"KUEHNHACKL, TERESITA",9790 O'CONNELL ROAD,SEBASTOPOL,CA,95472,SONOMA,6,3/19/2009,LICENSED,"9790 O'CONNELL ROAD, SEBASTOPOL, CA95472",38.422938,-122.88244
ADULT RESIDENTIAL,MINERVA'S PLACE III,"GONZALEZ, EMERITO RAMON",1128 MONTEREY DR,ANTIOCH,CA,94509,CONTRA COSTA,6,4/14/2010,LICENSED,"1128 MONTEREY DR, ANTIOCH, CA94509",37.9915665,-121.8268674
ADULT RESIDENTIAL,MING ADULT RESIDENTIAL CARE,BEN DILLERA,14267 GAGER STREET,ARLETA,CA,91331,LOS ANGELES,6,7/22/2003,LICENSED,"14267 GAGER STREET, ARLETA, CA91331",34.2442423,-118.4439352
ADULT RESIDENTIAL,MINS' GUEST HOME,"YU, PEI-FEI",1534 KOOSER ROAD,SAN JOSE,CA,95118,SANTA CLARA,6,11/9/1998,LICENSED,"1534 KOOSER ROAD, SAN JOSE, CA95118",37.242825,-121.8972086
ADULT RESIDENTIAL,MIRA MESA ADULT RESIDENTIAL CARE HOME,BENCY JIMENEZ,8933 BOGATA CIRCLE,SAN DIEGO,CA,92126,SAN DIEGO,6,3/11/2015,LICENSED,"8933 BOGATA CIRCLE, SAN DIEGO, CA92126",32.9145818,-117.1324993
ADULT RESIDENTIAL,MIRACLE HOME,"SAMSON, MILAGROS",10990 BLACKWOOD COURT,FONTANA,CA,92337,SAN BERNARDINO,6,5/30/2003,LICENSED,"10990 BLACKWOOD COURT, FONTANA, CA92337",34.0542155,-117.427826
ADULT RESIDENTIAL,MIRACLE LANE HOUSE,"PUNZALAN, ELPIDIO",1625 FAIRFIELD AVE.,FAIRFIELD,CA,94533,SOLANO,6,5/3/2005,LICENSED,"1625 FAIRFIELD AVE., FAIRFIELD, CA94533",38.2593891,-122.045446
ADULT RESIDENTIAL,MIRADA MANOR,ROBERT TALENS,14926 COSTA MESA DR,LA MIRADA,CA,90638,LOS ANGELES,6,9/11/2002,LICENSED,"14926 COSTA MESA DR, LA MIRADA, CA90638",33.8953481,-117.9990985
ADULT RESIDENTIAL,MIRADA MANOR/GREENLEAF,ROBERT TALENS,8616 GREENLEAF STREET,BUENA PARK,CA,90620,ORANGE,6,5/31/2007,LICENSED,"8616 GREENLEAF STREET, BUENA PARK, CA90620",33.842125,-117.9827977
ADULT RESIDENTIAL,MIRANDA'S RESIDENTIAL CARE HOME,"MIRANDA, LEOFELMA G.",7566 ALEXANDER STREET,GILROY,CA,95020,SANTA CLARA,6,9/28/2000,LICENSED,"7566 ALEXANDER STREET, GILROY, CA95020",37.0098657,-121.5669985
ADULT RESIDENTIAL,MIRANDA'S RESIDENTIAL CARE HOME,AL C. MIRANDA,625 YALE PLACE,OXNARD,CA,93033,VENTURA,6,7/16/2003,LICENSED,"625 YALE PLACE, OXNARD, CA93033",34.1613459,-119.1722127
ADULT RESIDENTIAL,MISS DAISY'S ADULT RESIDENTIAL,BETTY BROWN,1654 WEST 51ST PLACE,LOS ANGELES,CA,90062,LOS ANGELES,6,1/4/2007,LICENSED,"1654 WEST 51ST PLACE, LOS ANGELES, CA90062",33.9957184,-118.3064481
ADULT RESIDENTIAL,MISSION BELL ADULT RESIDENTIAL CARE HOME,"VILLANGCA, CYNTHIA",435 IDYLLWILD DRIVE,SAN JACINTO,CA,92583,RIVERSIDE,15,5/8/2009,LICENSED,"435 IDYLLWILD DRIVE, SAN JACINTO, CA92583",33.7925693,-116.9625424
ADULT RESIDENTIAL,MISSION HOPE RESIDENTIAL CARE FACILITY,FENINA PHAM,156 GLORIA STREET,HAYWARD,CA,94544,ALAMEDA,4,6/9/2004,LICENSED,"156 GLORIA STREET, HAYWARD, CA94544",37.6452862,-122.0735278
ADULT RESIDENTIAL,"MISSION SPRINGS, INC.- HESKETH","RAMIREZ, CLAUDIA",5901 HESKETH DRIVE,BAKERSFIELD,CA,93309,KERN,4,7/8/2004,LICENSED,"5901 HESKETH DRIVE, BAKERSFIELD, CA93309",35.3595065,-119.0681222
ADULT RESIDENTIAL,"MISSION SPRINGS, INC.-FRIANT","SOLEMNE, HELEN",5805 FRIANT DRIVE,BAKERSFIELD,CA,93309,KERN,4,8/5/2004,LICENSED,"5805 FRIANT DRIVE, BAKERSFIELD, CA93309",35.3581651,-119.0678339
ADULT RESIDENTIAL,"MISSION WELLS, INC.-HESKETH","SOLEMNE, HELEN",6205 HESKETH DRIVE,BAKERSFIELD,CA,93309,KERN,4,5/14/2008,LICENSED,"6205 HESKETH DRIVE, BAKERSFIELD, CA93309",35.3583513,-119.0713715
ADULT RESIDENTIAL,"MISSION WELLS, INC. SADDLEBACK","RAMIREZ, CLAUDIA",7008 SADDLEBACK DR.,BAKERSFIELD,CA,93309,KERN,5,8/18/2011,LICENSED,"7008 SADDLEBACK DR., BAKERSFIELD, CA93309",35.3598333,-119.0804402
ADULT RESIDENTIAL,MISSY'S GUEST HOME,RODOLFO G. MENDOZA,9531 BIXBY AVENUE,GARDEN GROVE,CA,92841,ORANGE,6,9/16/1998,LICENSED,"9531 BIXBY AVENUE, GARDEN GROVE, CA92841",33.7851121,-117.9667621
ADULT RESIDENTIAL,MISTY CARE CENTER,"PENAFLOR, MAGDALENA",13868 MISTY PATH,VICTORVILLE,CA,92392,SAN BERNARDINO,6,4/30/2008,LICENSED,"13868 MISTY PATH, VICTORVILLE, CA92392",34.4891958,-117.3607508
ADULT RESIDENTIAL,MITCHELL'S GROUP HOME #3,"KIZZIE, BARBARA",3112 WEST 54TH ST,LOS ANGELES,CA,90043,LOS ANGELES,6,12/1/1994,LICENSED,"3112 WEST 54TH ST, LOS ANGELES, CA90043",33.9929641,-118.3275062
ADULT RESIDENTIAL,MITCHELL GROUP HOME,BARBARA KIZZIE,1202 WEST 101ST ST.,LOS ANGELES,CA,90044,LOS ANGELES,6,8/2/1992,LICENSED,"1202 WEST 101ST ST., LOS ANGELES, CA90044",33.944846,-118.296419
ADULT RESIDENTIAL,MITCHELL HOME,CECILIA T. DE LEON,1092 MITCHELL WAY,EL SOBRANTE,CA,94803,CONTRA COSTA,6,9/21/1993,LICENSED,"1092 MITCHELL WAY, EL SOBRANTE, CA94803",37.9882433,-122.3054113
ADULT RESIDENTIAL,MITCHELL RESIDENTIAL,"SANTOS, GREG",1900 ROBBIE AVE,MODESTO,CA,95350,STANISLAUS,6,12/3/2015,LICENSED,"1900 ROBBIE AVE, MODESTO, CA95350",37.6795063,-121.0257235
ADULT RESIDENTIAL,MJ FAMILY HOME,MARI ONG,4400 FROST DRIVE,OXNARD,CA,93033,VENTURA,6,6/4/2008,LICENSED,"4400 FROST DRIVE, OXNARD, CA93033",34.1601374,-119.1700014
ADULT RESIDENTIAL,MJM HOME CARE I,"MARCIAL, SIMEON & LYDIA",902 ESTRADA CT.,SALINAS,CA,93907,MONTEREY,6,6/26/2005,LICENSED,"902 ESTRADA CT., SALINAS, CA93907",36.6903018,-121.6691172
ADULT RESIDENTIAL,MJM HOME CARE III,"MARCIAL, LYDIA & SIMEON",1245 DECUNHA COURT,SALINAS,CA,93906,MONTEREY,6,7/24/2002,LICENSED,"1245 DECUNHA COURT, SALINAS, CA93906",36.7044435,-121.6045302
ADULT RESIDENTIAL,MLJ CARE HOME,LOLITA R. BAUTISTA,2882 SCOTTSDALE DRIVE,SAN JOSE,CA,95148,SANTA CLARA,6,12/9/2014,LICENSED,"2882 SCOTTSDALE DRIVE, SAN JOSE, CA95148",37.3176192,-121.7994384
ADULT RESIDENTIAL,MLM HOME,LULU MEDINA,6831 ARTHUR COURT,CHINO,CA,91710,SAN BERNARDINO,6,10/30/1997,LICENSED,"6831 ARTHUR COURT, CHINO, CA91710",34.0227799,-117.6553237
ADULT RESIDENTIAL,MMS MANOR II,"GUTIEREZ, LEONILA C.",5824 CAHALAN AVENUE,SAN JOSE,CA,95123,SANTA CLARA,6,4/3/1996,LICENSED,"5824 CAHALAN AVENUE, SAN JOSE, CA95123",37.245575,-121.8479857
ADULT RESIDENTIAL,MOCKINGBIRD MANOR,EDUARDO MARTINEZ,18903 HARNESS ROAD,RIVERSIDE,CA,92509,RIVERSIDE,6,12/19/2001,LICENSED,"18903 HARNESS ROAD, RIVERSIDE, CA92509",NA,NA
ADULT RESIDENTIAL,"MODESTO RESIDENTIAL LIVING CENTER, LLC",DENNIS MONTEROSSO,1932 EVERGREEN AVE,MODESTO,CA,95350,STANISLAUS,96,10/31/2006,LICENSED,"1932 EVERGREEN AVE, MODESTO, CA95350",37.6672926,-121.0273385
ADULT RESIDENTIAL,MOFFAT'S ROSE HOME,TRINA PACKARD,9019 ILDICA ST,SPRING VALLEY,CA,91977,SAN DIEGO,6,2/20/2004,LICENSED,"9019 ILDICA ST, SPRING VALLEY, CA91977",32.727582,-117.004737
ADULT RESIDENTIAL,MOJAVE NARROWS RANCH HOME,"ENTZ, BRIAN",14599 RIVERSIDE DRIVE,APPLE VALLEY,CA,92307,SAN BERNARDINO,6,8/7/1995,LICENSED,"14599 RIVERSIDE DRIVE, APPLE VALLEY, CA92307",34.5166588,-117.2605925
ADULT RESIDENTIAL,MOLOCK RESIDENTIAL II,"MOLOCK, JONATHAN",43140 E 33RD STREET,LANCASTER,CA,93535,LOS ANGELES,6,8/1/2017,LICENSED,"43140 E 33RD STREET, LANCASTER, CA93535",34.667218,-118.070085
ADULT RESIDENTIAL,MOLOCK RESIDENTIAL INC.,JONATHAN ALLEN MOLOCK,44333 STADIUM COURT,LANCASTER,CA,93535,LOS ANGELES,6,3/6/2014,LICENSED,"44333 STADIUM COURT, LANCASTER, CA93535",34.6890581,-118.0677512
ADULT RESIDENTIAL,MOMS - (MAXIMUM OF MY SELF ADULT RESIDENTIAL),NELLIE GIL,11215 GRAMERCY,RIVERSIDE,CA,92505,RIVERSIDE,6,9/19/1993,LICENSED,"11215 GRAMERCY, RIVERSIDE, CA92505",33.9264527,-117.4966095
ADULT RESIDENTIAL,MON JOLI CHATEAU,MARCELINA ACQUIAT,1330 FALCON STREET,ANAHEIM,CA,92804,ORANGE,6,5/20/2008,LICENSED,"1330 FALCON STREET, ANAHEIM, CA92804",33.8149907,-117.9423165
ADULT RESIDENTIAL,MONAS GUEST HOME,MONA HARPER,281 FLOWERDALE LANE,SAN DIEGO,CA,92114,SAN DIEGO,6,11/16/2007,LICENSED,"281 FLOWERDALE LANE, SAN DIEGO, CA92114",32.7009946,-117.0283094
ADULT RESIDENTIAL,MONETA HOME CARE,"SIA, LOURDES F.",22032 MONETA AVENUE,CARSON,CA,90745,LOS ANGELES,6,3/15/1991,LICENSED,"22032 MONETA AVENUE, CARSON, CA90745",33.8270346,-118.2814319
ADULT RESIDENTIAL,MONIKA'S RESIDENTIAL CARE,NORA BENTE,1391 DENTON WAY,REDDING,CA,96002,SHASTA,6,7/8/2009,LICENSED,"1391 DENTON WAY, REDDING, CA96002",40.5468029,-122.3465501
ADULT RESIDENTIAL,MONROE'S HEAVENLY BLESSED CARE HOME,MARY TESEMA,1442 W. VERNON AVENUE,LOS ANGELES,CA,90062,LOS ANGELES,6,5/25/2006,LICENSED,"1442 W. VERNON AVENUE, LOS ANGELES, CA90062",34.003472,-118.3017339
ADULT RESIDENTIAL,MONSEVAIS RESIDENTIAL FACILITY,LYN MONSEVAIS,"6622 N, NANTUCKET AVE",FRESNO,CA,93704,FRESNO,6,7/17/2013,LICENSED,"6622 N, NANTUCKET AVE, FRESNO, CA93704",36.8341121,-119.8000374
ADULT RESIDENTIAL,MONSEVAIS RESIDENTIAL FACILITY - SAMPLE HOME,"MONSEVAIS, LYNEIL",3315 E. SAMPLE,FRESNO,CA,93710,FRESNO,4,5/6/2014,LICENSED,"3315 E. SAMPLE, FRESNO, CA93710",36.8269044,-119.7301709
ADULT RESIDENTIAL,"MONSEVAIS RES. FACILITY, INC.-DEWEY HOME","MONSEVAIS, LYNEIL",6714 N. DEWEY,FRESNO,CA,93711,FRESNO,5,5/13/2010,LICENSED,"6714 N. DEWEY, FRESNO, CA93711",36.8356113,-119.8572636
ADULT RESIDENTIAL,"MONTANA CARE HOME, INC.",GABRIEL MENDOZA,1360 CORO DRIVE,COLTON,CA,92324,SAN BERNARDINO,4,4/11/2003,LICENSED,"1360 CORO DRIVE, COLTON, CA92324",34.082478,-117.3488718
ADULT RESIDENTIAL,MONTANA VISTA,CAROLYN WEST,355 WEST MONTANA STREET,PASADENA,CA,91103,LOS ANGELES,6,3/21/2013,LICENSED,"355 WEST MONTANA STREET, PASADENA, CA91103",34.1810583,-118.1582827
ADULT RESIDENTIAL,MONTCLAIR GUEST HOME II,"REZNIK, ORAN",4523-33 ORCHARD STREET,MONTCLAIR,CA,91763,SAN BERNARDINO,53,3/2/1989,LICENSED,"4523-33 ORCHARD STREET, MONTCLAIR, CA91763",34.070063,-117.706219
ADULT RESIDENTIAL,MONTE BELLO ADULT CARE HOME,DULCE ROSE CERA,998 A-B MONTE BELLO DR,GILROY,CA,95020,SANTA CLARA,6,7/23/1999,LICENSED,"998 A-B MONTE BELLO DR, GILROY, CA95020",37.0101839,-121.5885113
